attendancePercentage,quizAverage,assignmentAverage,internalMarks,riskLevel
91,94,92,26,LOW
85,88,86,25,LOW
51,48,46,15,HIGH
50,56,53,14,HIGH
68,68,79,22,MEDIUM
84,87,88,27,LOW
50,42,49,13,HIGH
78,84,84,24,MEDIUM
76,71,72,19,MEDIUM
92,94,95,27,LOW
100,100,90,30,LOW
83,67,68,15,MEDIUM
95,77,88,28,LOW
97,87,91,26,LOW
91,95,89,28,LOW
92,86,91,27,LOW
47,48,45,12,HIGH
81,69,67,21,MEDIUM
92,83,88,25,LOW
94,89,87,27,LOW
75,69,73,24,MEDIUM
81,84,77,26,LOW
40,50,41,11,HIGH
60,65,67,20,MEDIUM
84,95,98,26,LOW
75,70,80,22,MEDIUM
96,100,100,29,LOW
78,70,69,23,MEDIUM
89,88,81,28,LOW
93,100,96,28,LOW
66,71,59,21,MEDIUM
93,100,99,30,LOW
71,79,67,21,MEDIUM
41,54,39,13,HIGH
78,73,78,24,MEDIUM
97,94,100,30,LOW
86,87,73,24,MEDIUM
50,39,45,15,HIGH
42,51,41,10,HIGH
85,94,96,26,LOW
50,46,54,15,HIGH
92,89,100,29,LOW
42,44,46,12,HIGH
71,76,66,22,MEDIUM
77,62,76,23,MEDIUM
76,68,71,17,MEDIUM
95,94,98,28,LOW
92,81,90,26,LOW
79,76,75,21,MEDIUM
90,90,88,29,LOW
69,68,65,20,MEDIUM
92,83,94,27,LOW
78,74,75,23,MEDIUM
90,88,88,24,LOW
90,90,90,27,LOW
64,64,69,23,MEDIUM
69,77,72,21,MEDIUM
42,39,42,12,HIGH
83,79,81,23,MEDIUM
84,72,71,19,MEDIUM
87,95,94,28,LOW
87,83,89,26,LOW
43,46,43,12,HIGH
88,89,92,27,LOW
69,88,90,26,LOW
85,67,69,16,MEDIUM
82,78,83,23,MEDIUM
67,74,69,22,MEDIUM
48,56,48,12,HIGH
67,59,72,20,MEDIUM
52,54,55,13,HIGH
90,100,95,28,LOW
73,62,69,20,MEDIUM
88,96,90,27,LOW
97,97,91,26,LOW
64,80,70,22,MEDIUM
75,73,79,15,MEDIUM
66,66,68,20,MEDIUM
47,47,48,14,HIGH
78,65,70,18,MEDIUM
81,75,81,23,MEDIUM
56,51,56,16,HIGH
49,39,54,15,HIGH
59,74,63,22,MEDIUM
59,67,57,19,HIGH
73,85,80,24,MEDIUM
63,61,66,19,MEDIUM
71,63,73,20,MEDIUM
92,85,93,29,LOW
71,69,71,20,MEDIUM
73,69,70,23,MEDIUM
93,89,88,24,LOW
40,45,44,14,HIGH
73,83,73,23,MEDIUM
84,87,83,25,LOW
84,77,72,23,MEDIUM
50,35,56,15,HIGH
82,71,63,19,MEDIUM
80,85,85,26,LOW
79,73,68,23,MEDIUM
75,80,86,23,MEDIUM
47,40,40,12,HIGH
100,100,100,26,LOW
89,87,84,28,LOW
57,59,60,16,HIGH
69,63,63,20,MEDIUM
90,82,78,27,LOW
54,47,48,16,HIGH
83,90,81,27,LOW
90,88,96,27,LOW
87,83,98,25,LOW
79,68,65,19,MEDIUM
79,75,69,22,MEDIUM
85,89,90,27,LOW
45,49,45,13,HIGH
59,54,55,16,HIGH
92,91,94,28,LOW
62,64,71,20,MEDIUM
96,85,91,27,LOW
81,88,83,25,LOW
94,44,56,17,MEDIUM
62,67,66,19,MEDIUM
96,100,89,27,LOW
91,88,83,25,LOW
67,69,73,21,MEDIUM
50,56,47,15,HIGH
92,96,95,28,LOW
44,39,40,13,HIGH
98,98,100,28,LOW
91,88,89,28,LOW
88,90,93,27,LOW
87,94,90,25,LOW
84,75,68,23,MEDIUM
82,83,87,25,LOW
58,88,91,27,MEDIUM
89,95,80,26,LOW
79,77,78,25,MEDIUM
97,100,98,29,LOW
90,100,91,27,LOW
50,42,42,11,HIGH
99,90,100,27,LOW
51,47,58,15,HIGH
97,90,96,27,LOW
78,70,79,22,MEDIUM
68,66,79,24,MEDIUM
75,77,72,21,MEDIUM
79,81,77,23,MEDIUM
84,91,95,28,LOW
84,85,88,26,LOW
59,57,69,18,HIGH
85,91,94,26,LOW
73,66,74,22,MEDIUM
79,75,66,22,MEDIUM
91,89,88,27,LOW
40,39,40,13,HIGH
77,83,78,25,MEDIUM
89,88,93,30,LOW
86,91,84,26,LOW
97,99,100,27,LOW
86,88,88,27,LOW
53,68,57,18,HIGH
63,70,73,21,MEDIUM
48,57,60,13,HIGH
86,83,76,24,MEDIUM
83,81,85,25,LOW
91,92,96,25,LOW
79,67,69,22,MEDIUM
86,78,83,26,LOW
96,85,92,28,LOW
71,68,68,21,MEDIUM
78,77,80,21,MEDIUM
60,60,77,19,MEDIUM
49,51,56,14,HIGH
88,98,92,28,LOW
72,71,70,21,MEDIUM
99,96,100,28,LOW
60,59,54,17,HIGH
84,89,88,28,LOW
80,83,86,24,MEDIUM
96,100,85,27,LOW
83,72,78,23,MEDIUM
45,48,62,15,HIGH
63,62,61,19,MEDIUM
87,89,82,27,LOW
85,87,83,26,LOW
86,91,95,30,LOW
60,59,59,18,HIGH
96,98,100,29,LOW
75,73,67,20,MEDIUM
54,50,47,17,HIGH
73,74,67,21,MEDIUM
77,64,70,21,MEDIUM
89,90,94,27,LOW
81,79,72,23,MEDIUM
83,77,82,26,LOW
87,80,88,26,LOW
75,69,70,20,MEDIUM
76,62,66,22,MEDIUM
89,81,90,24,LOW
78,61,66,20,MEDIUM
52,40,59,16,HIGH
83,84,90,26,LOW
96,92,100,29,LOW
78,84,84,24,MEDIUM
52,48,50,14,HIGH
92,84,86,26,LOW
78,68,73,24,MEDIUM
88,80,80,27,LOW
88,88,100,27,LOW
45,41,40,15,HIGH
56,60,57,18,HIGH
89,83,89,24,LOW
62,69,69,21,MEDIUM
91,82,87,24,LOW
91,93,96,27,LOW
100,94,98,28,LOW
66,76,72,22,MEDIUM
94,94,87,28,LOW
88,87,90,26,LOW
45,35,42,11,HIGH
98,100,100,30,LOW
92,94,83,28,LOW
71,71,74,24,MEDIUM
76,71,84,23,MEDIUM
73,73,68,22,MEDIUM
83,83,88,26,LOW
70,71,69,19,MEDIUM
53,54,33,13,HIGH
96,91,93,28,LOW
40,45,55,13,HIGH
51,48,48,14,HIGH
87,90,86,27,LOW
93,86,100,28,LOW
43,51,50,15,HIGH
91,91,83,27,LOW
80,79,88,26,LOW
84,87,87,25,LOW
95,90,91,27,LOW
89,97,97,29,LOW
78,69,74,21,MEDIUM
77,78,85,24,MEDIUM
51,58,64,17,HIGH
88,95,88,25,LOW
84,80,87,23,MEDIUM
71,68,64,18,MEDIUM
91,40,57,16,MEDIUM
88,85,89,24,LOW
100,86,96,28,LOW
66,66,68,20,MEDIUM
76,73,79,23,MEDIUM
94,97,96,27,LOW
100,95,100,30,LOW
46,50,45,12,HIGH
68,69,64,24,MEDIUM
90,91,85,24,LOW
66,57,63,20,MEDIUM
94,99,91,28,LOW
76,71,73,21,MEDIUM
90,87,95,27,LOW
90,90,96,27,LOW
72,72,78,22,MEDIUM
80,76,69,23,MEDIUM
90,83,82,28,LOW
72,70,67,24,MEDIUM
87,81,76,27,LOW
85,96,90,25,LOW
92,88,94,29,LOW
100,100,100,30,LOW
85,84,91,27,LOW
89,86,83,28,LOW
46,40,49,11,HIGH
79,89,93,26,LOW
89,93,97,28,LOW
77,80,79,22,MEDIUM
87,76,80,26,LOW
71,72,62,18,MEDIUM
86,82,80,25,LOW
83,85,76,22,MEDIUM
40,40,48,13,HIGH
76,71,61,21,MEDIUM
46,48,51,15,HIGH
81,82,76,23,MEDIUM
100,97,98,29,LOW
76,78,70,24,MEDIUM
74,74,80,22,MEDIUM
74,73,70,21,MEDIUM
51,50,44,16,HIGH
84,82,90,26,LOW
86,87,100,26,LOW
83,84,75,25,MEDIUM
87,85,86,26,LOW
44,46,45,15,HIGH
47,51,49,14,HIGH
66,80,66,21,MEDIUM
56,50,46,16,HIGH
75,76,87,23,MEDIUM
90,78,92,26,LOW
79,71,70,19,MEDIUM
82,74,68,18,MEDIUM
93,94,99,27,LOW
62,66,56,18,HIGH
45,38,55,13,HIGH
77,71,82,22,MEDIUM
90,81,95,26,LOW
92,97,96,29,LOW
46,39,46,12,HIGH
77,76,80,21,MEDIUM
89,97,89,27,LOW
93,83,92,26,LOW
91,87,87,25,LOW
51,48,44,15,HIGH
40,47,33,13,HIGH
84,88,96,25,LOW
61,67,59,18,HIGH
97,94,96,28,LOW
88,97,91,27,LOW
88,93,90,26,LOW
69,65,70,20,MEDIUM
84,88,86,26,LOW
87,89,100,29,LOW
52,41,39,14,HIGH
88,83,83,27,LOW
72,68,69,20,MEDIUM
79,71,70,20,MEDIUM
96,87,90,29,LOW
81,58,67,19,MEDIUM
82,78,71,19,MEDIUM
83,79,83,23,MEDIUM
71,79,76,22,MEDIUM
84,81,86,27,LOW
87,86,83,27,LOW
68,62,74,20,MEDIUM
65,58,74,19,MEDIUM
97,100,100,29,LOW
85,84,88,23,LOW
45,55,57,16,HIGH
58,50,48,16,HIGH
88,89,91,28,LOW
86,88,93,26,LOW
75,65,82,23,MEDIUM
58,89,91,28,MEDIUM
88,98,94,27,LOW
79,70,63,19,MEDIUM
86,69,90,26,LOW
86,100,81,27,LOW
61,89,93,26,MEDIUM
86,99,94,28,LOW
91,90,99,28,LOW
95,92,95,28,LOW
69,77,62,21,MEDIUM
70,61,70,21,MEDIUM
92,87,83,27,LOW
86,72,82,24,MEDIUM
77,68,64,19,MEDIUM
91,86,91,26,LOW
97,93,98,27,LOW
86,72,71,20,MEDIUM
83,71,82,26,MEDIUM
90,85,97,27,LOW
90,99,91,29,LOW
44,52,46,14,HIGH
94,89,89,29,LOW
48,43,39,13,HIGH
64,87,87,27,MEDIUM
73,84,70,25,MEDIUM
80,70,66,23,MEDIUM
100,96,95,26,LOW
46,34,43,15,HIGH
81,91,87,26,LOW
86,92,89,25,LOW
95,83,97,27,LOW
75,79,76,22,MEDIUM
86,89,94,26,LOW
92,99,92,29,LOW
83,85,83,21,MEDIUM
85,81,78,23,MEDIUM
70,79,69,20,MEDIUM
93,89,90,28,LOW
92,92,85,28,LOW
73,72,62,18,MEDIUM
88,85,80,25,LOW
84,87,84,27,LOW
91,92,100,29,LOW
87,80,82,25,LOW
81,85,84,26,LOW
81,67,70,19,MEDIUM
85,97,90,28,LOW
86,93,93,26,LOW
70,67,75,20,MEDIUM
60,91,88,28,MEDIUM
82,75,77,23,MEDIUM
64,66,74,20,MEDIUM
89,89,100,29,LOW
80,79,89,27,LOW
75,71,70,18,MEDIUM
54,59,64,14,HIGH
76,67,69,22,MEDIUM
68,75,69,21,MEDIUM
98,98,98,28,LOW
93,88,87,26,LOW
79,86,92,26,LOW
93,96,95,27,LOW
80,80,84,26,LOW
46,46,49,13,HIGH
97,87,91,28,LOW
91,90,97,28,LOW
78,69,64,23,MEDIUM
62,53,70,20,MEDIUM
79,88,92,24,LOW
90,83,78,26,LOW
93,76,91,28,LOW
84,88,87,27,LOW
100,99,97,28,LOW
84,72,62,18,MEDIUM
57,52,46,15,HIGH
89,80,85,27,LOW
90,91,90,28,LOW
62,93,89,27,LOW
47,44,47,13,HIGH
60,64,64,21,MEDIUM
55,52,53,15,HIGH
94,81,100,28,LOW
53,39,51,16,HIGH
79,89,86,27,LOW
96,100,100,27,LOW
100,100,99,30,LOW
62,57,64,16,HIGH
97,96,99,30,LOW
87,96,94,29,LOW
74,79,75,22,MEDIUM
83,97,82,29,LOW
85,95,88,28,LOW
73,76,74,21,MEDIUM
78,81,84,26,LOW
96,48,53,17,MEDIUM
72,64,72,20,MEDIUM
92,93,97,27,LOW
80,67,70,21,MEDIUM
42,45,50,12,HIGH
41,45,51,13,HIGH
41,47,54,13,HIGH
88,93,90,28,LOW
70,72,65,22,MEDIUM
78,77,65,20,MEDIUM
51,48,53,14,HIGH
88,96,93,28,LOW
40,38,34,13,HIGH
89,97,86,27,LOW
87,83,96,27,LOW
48,45,53,13,HIGH
82,76,87,27,LOW
87,90,87,27,LOW
54,52,54,16,HIGH
96,93,99,27,LOW
79,82,82,20,MEDIUM
76,68,64,21,MEDIUM
97,93,94,29,LOW
77,70,76,20,MEDIUM
68,66,69,20,MEDIUM
100,94,94,28,LOW
50,55,54,15,HIGH
84,85,90,24,LOW
94,93,97,28,LOW
74,85,82,24,MEDIUM
100,98,94,28,LOW
76,80,64,18,MEDIUM
70,75,74,23,MEDIUM
85,77,61,23,MEDIUM
78,67,72,16,MEDIUM
78,79,73,22,MEDIUM
82,92,83,25,LOW
47,42,54,14,HIGH
91,94,94,27,LOW
63,68,78,21,MEDIUM
52,58,56,16,HIGH
49,53,55,15,HIGH
77,65,76,22,MEDIUM
61,56,45,16,HIGH
74,69,77,23,MEDIUM
49,39,44,12,HIGH
93,85,98,27,LOW
77,67,73,18,MEDIUM
89,87,84,25,LOW
48,51,57,15,HIGH
87,95,96,27,LOW
42,43,48,13,HIGH
92,97,88,26,LOW
83,92,92,26,LOW
63,75,73,22,MEDIUM
77,69,70,18,MEDIUM
63,88,91,26,MEDIUM
98,95,94,28,LOW
88,83,92,25,LOW
90,92,100,26,LOW
81,80,84,24,MEDIUM
89,97,97,26,LOW
81,65,67,17,MEDIUM
69,63,59,18,MEDIUM
87,70,79,24,MEDIUM
75,70,71,20,MEDIUM
97,91,89,25,LOW
48,50,53,14,HIGH
66,79,79,21,MEDIUM
83,91,85,27,LOW
40,45,48,14,HIGH
52,70,71,20,MEDIUM
89,92,92,28,LOW
55,65,62,18,HIGH
47,37,43,15,HIGH
44,50,51,12,HIGH
42,39,43,13,HIGH
96,96,98,28,LOW
93,88,90,27,LOW
82,79,82,22,MEDIUM
93,86,100,29,LOW
49,48,46,14,HIGH
99,99,100,28,LOW
84,89,94,27,LOW
90,95,89,26,LOW
40,48,36,13,HIGH
51,56,47,14,HIGH
81,72,72,22,MEDIUM
97,100,96,29,LOW
97,86,100,26,LOW
84,84,82,27,LOW
61,78,80,23,MEDIUM
73,79,73,24,MEDIUM
96,83,92,28,LOW
75,77,79,23,MEDIUM
53,40,45,15,HIGH
83,90,88,26,LOW
94,90,91,27,LOW
85,94,95,27,LOW
83,82,81,24,MEDIUM
84,83,80,24,MEDIUM
69,78,74,23,MEDIUM
100,100,95,30,LOW
70,70,77,22,MEDIUM
40,39,43,14,HIGH
76,72,65,21,MEDIUM
93,79,95,26,LOW
70,72,74,22,MEDIUM
85,91,91,27,LOW
97,100,87,30,LOW
96,85,92,27,LOW
52,58,57,17,HIGH
100,100,91,30,LOW
95,96,94,27,LOW
76,80,70,25,MEDIUM
81,74,88,24,MEDIUM
79,74,67,20,MEDIUM
94,100,96,28,LOW
95,95,88,28,LOW
81,70,70,22,MEDIUM
78,74,71,23,MEDIUM
92,86,87,28,LOW
76,66,62,21,MEDIUM
76,76,65,21,MEDIUM
86,90,82,25,LOW
47,49,49,13,HIGH
74,75,71,21,MEDIUM
92,93,100,27,LOW
78,72,80,22,MEDIUM
77,73,80,23,MEDIUM
90,87,87,26,LOW
84,89,95,27,LOW
73,64,70,24,MEDIUM
53,54,52,18,HIGH
84,92,100,27,LOW
70,75,73,19,MEDIUM
70,75,65,19,MEDIUM
84,82,100,26,LOW
77,79,84,24,MEDIUM
95,91,100,30,LOW
79,78,77,21,MEDIUM
84,97,93,29,LOW
54,46,53,12,HIGH
91,89,99,28,LOW
51,47,46,14,HIGH
73,65,70,21,MEDIUM
82,87,89,27,LOW
97,98,100,28,LOW
42,40,39,13,HIGH
91,100,88,28,LOW
85,90,86,28,LOW
100,97,96,30,LOW
87,83,100,26,LOW
89,90,89,26,LOW
88,89,94,28,LOW
82,72,69,19,MEDIUM
82,66,72,19,MEDIUM
92,81,93,26,LOW
92,97,89,27,LOW
94,94,89,29,LOW
74,66,69,19,MEDIUM
90,82,85,24,LOW
41,48,42,13,HIGH
57,54,69,19,HIGH
100,100,100,30,LOW
77,79,99,26,LOW
69,69,75,21,MEDIUM
86,82,89,25,LOW
77,81,72,23,MEDIUM
80,85,79,24,MEDIUM
84,87,88,24,LOW
78,68,73,21,MEDIUM
75,66,76,24,MEDIUM
87,83,90,25,LOW
40,40,56,14,HIGH
84,86,82,26,LOW
69,63,63,19,MEDIUM
87,91,96,27,LOW
78,62,71,20,MEDIUM
71,74,69,21,MEDIUM
88,86,81,24,LOW
93,95,97,28,LOW
51,48,47,15,HIGH
76,72,64,18,MEDIUM
90,95,90,28,LOW
73,71,72,20,MEDIUM
89,95,99,28,LOW
74,74,78,22,MEDIUM
79,85,68,25,MEDIUM
82,73,67,21,MEDIUM
72,69,73,21,MEDIUM
52,59,56,15,HIGH
52,52,55,16,HIGH
82,89,92,25,LOW
98,80,95,27,LOW
89,89,94,26,LOW
77,57,77,24,MEDIUM
80,96,91,26,LOW
45,46,49,13,HIGH
74,80,75,23,MEDIUM
79,74,56,22,MEDIUM
90,90,99,28,LOW
59,59,59,17,HIGH
94,98,97,29,LOW
70,85,64,22,MEDIUM
64,60,52,18,HIGH
74,74,84,24,MEDIUM
100,91,100,28,LOW
60,58,65,18,HIGH
77,66,73,24,MEDIUM
72,82,76,23,MEDIUM
86,87,95,26,LOW
63,63,68,17,MEDIUM
83,93,86,28,LOW
78,74,64,23,MEDIUM
43,48,55,16,HIGH
45,51,53,16,HIGH
98,94,100,27,LOW
96,52,53,16,MEDIUM
80,90,85,26,LOW
89,87,89,26,LOW
51,51,52,15,HIGH
84,82,76,24,MEDIUM
59,60,62,18,HIGH
97,88,95,28,LOW
50,56,59,17,HIGH
71,74,67,20,MEDIUM
71,70,78,19,MEDIUM
94,87,94,26,LOW
68,73,76,23,MEDIUM
55,59,52,16,HIGH
74,72,72,21,MEDIUM
67,64,69,21,MEDIUM
70,67,66,20,MEDIUM
86,60,69,22,MEDIUM
47,54,50,14,HIGH
86,91,98,26,LOW
72,71,73,20,MEDIUM
72,73,71,22,MEDIUM
49,48,49,16,HIGH
42,36,44,12,HIGH
74,85,81,22,MEDIUM
96,100,92,27,LOW
88,85,87,27,LOW
83,95,86,25,LOW
87,88,88,26,LOW
69,82,69,20,MEDIUM
87,86,99,24,LOW
94,100,84,26,LOW
72,68,66,21,MEDIUM
49,48,47,16,HIGH
92,90,86,27,LOW
73,71,69,22,MEDIUM
100,98,91,29,LOW
75,77,81,24,MEDIUM
93,91,84,25,LOW
57,56,61,16,HIGH
54,47,53,14,HIGH
61,75,72,21,MEDIUM
72,64,71,20,MEDIUM
93,97,92,28,LOW
94,91,92,27,LOW
67,84,69,21,MEDIUM
43,43,55,14,HIGH
63,76,66,20,MEDIUM
93,38,49,15,HIGH
88,93,77,24,LOW
95,48,42,14,HIGH
100,100,97,30,LOW
92,84,95,25,LOW
91,90,93,28,LOW
94,100,96,27,LOW
71,59,71,21,MEDIUM
52,58,59,17,HIGH
81,77,86,25,MEDIUM
91,91,90,27,LOW
91,85,91,27,LOW
85,84,78,25,LOW
85,85,78,24,LOW
91,100,86,28,LOW
84,90,87,27,LOW
49,41,49,13,HIGH
100,98,95,28,LOW
92,94,95,27,LOW
99,99,87,28,LOW
41,47,37,12,HIGH
91,88,94,25,LOW
80,79,76,23,MEDIUM
77,62,73,21,MEDIUM
70,62,73,22,MEDIUM
81,74,70,21,MEDIUM
80,79,76,22,MEDIUM
83,83,95,24,LOW
56,57,68,16,HIGH
75,83,74,25,MEDIUM
66,62,69,20,MEDIUM
46,60,45,15,HIGH
97,97,99,29,LOW
74,77,77,24,MEDIUM
57,48,58,16,HIGH
50,57,52,16,HIGH
93,80,88,26,LOW
90,96,96,27,LOW
74,71,71,23,MEDIUM
69,68,59,21,MEDIUM
68,62,69,19,MEDIUM
88,88,94,28,LOW
59,60,60,16,HIGH
93,84,91,27,LOW
45,30,36,12,HIGH
94,94,92,25,LOW
90,93,85,25,LOW
43,43,48,16,HIGH
94,82,88,29,LOW
71,67,81,20,MEDIUM
48,51,44,14,HIGH
79,87,83,23,MEDIUM
78,67,73,22,MEDIUM
96,95,87,28,LOW
96,44,41,15,HIGH
84,73,84,24,MEDIUM
90,88,90,26,LOW
78,65,77,21,MEDIUM
65,73,60,19,MEDIUM
86,92,100,29,LOW
94,99,89,30,LOW
95,97,99,29,LOW
97,96,91,27,LOW
93,97,100,30,LOW
98,95,100,29,LOW
80,64,70,23,MEDIUM
90,98,100,30,LOW
73,72,68,21,MEDIUM
77,79,77,22,MEDIUM
52,52,42,14,HIGH
64,90,89,27,LOW
51,51,44,12,HIGH
76,73,79,20,MEDIUM
88,86,92,27,LOW
80,68,81,21,MEDIUM
69,64,64,21,MEDIUM
64,59,61,21,MEDIUM
95,92,88,28,LOW
69,71,64,22,MEDIUM
57,60,53,16,HIGH
76,71,68,19,MEDIUM
40,37,40,12,HIGH
65,70,70,22,MEDIUM
93,100,93,29,LOW
90,83,93,27,LOW
72,76,81,24,MEDIUM
93,80,81,27,LOW
91,91,98,28,LOW
95,90,94,28,LOW
49,48,31,15,HIGH
40,45,43,13,HIGH
85,88,91,24,LOW
78,67,64,23,MEDIUM
89,94,100,29,LOW
73,79,72,23,MEDIUM
75,74,64,22,MEDIUM
76,73,83,25,MEDIUM
84,69,69,17,MEDIUM
77,76,64,23,MEDIUM
70,74,77,23,MEDIUM
95,90,88,27,LOW
76,78,78,23,MEDIUM
46,42,46,14,HIGH
58,55,52,17,HIGH
88,93,81,26,LOW
85,92,91,26,LOW
64,61,70,18,MEDIUM
77,77,78,22,MEDIUM
95,97,89,29,LOW
49,48,44,15,HIGH
93,100,91,29,LOW
78,68,70,20,MEDIUM
89,87,88,29,LOW
100,100,93,29,LOW
75,84,75,22,MEDIUM
81,90,91,26,LOW
78,72,67,19,MEDIUM
63,65,65,20,MEDIUM
98,95,91,27,LOW
56,42,46,16,HIGH
77,80,88,25,MEDIUM
80,87,78,24,MEDIUM
74,69,77,22,MEDIUM
89,93,92,29,LOW
96,89,95,29,LOW
72,73,77,23,MEDIUM
57,55,52,17,HIGH
86,89,80,27,LOW
66,65,57,18,MEDIUM
45,44,55,17,HIGH
77,76,79,21,MEDIUM
88,82,85,25,LOW
70,67,66,19,MEDIUM
46,42,49,16,HIGH
94,86,91,26,LOW
80,67,67,20,MEDIUM
90,97,100,30,LOW
88,88,94,28,LOW
60,93,90,28,LOW
57,51,47,13,HIGH
82,57,73,21,MEDIUM
89,90,99,26,LOW
40,38,37,12,HIGH
54,50,60,17,HIGH
90,96,89,29,LOW
88,100,100,29,LOW
53,53,50,16,HIGH
95,86,100,28,LOW
92,90,92,27,LOW
90,84,94,26,LOW
90,94,82,27,LOW
79,71,77,25,MEDIUM
86,93,86,29,LOW
98,94,95,29,LOW
71,77,78,23,MEDIUM
90,89,86,26,LOW
67,71,74,20,MEDIUM
93,89,100,26,LOW
82,73,69,24,MEDIUM
99,86,93,29,LOW
83,89,93,28,LOW
90,83,91,29,LOW
80,87,98,27,LOW
83,69,68,17,MEDIUM
75,69,80,22,MEDIUM
69,61,70,22,MEDIUM
94,83,100,28,LOW
66,67,66,20,MEDIUM
81,69,75,19,MEDIUM
75,65,68,23,MEDIUM
98,94,94,30,LOW
56,60,66,18,HIGH
94,86,93,28,LOW
65,65,65,20,MEDIUM
95,99,95,28,LOW
87,94,93,28,LOW
76,80,75,22,MEDIUM
75,81,78,22,MEDIUM
84,87,88,26,LOW
52,51,52,16,HIGH
95,99,100,29,LOW
95,98,100,29,LOW
84,85,83,27,LOW
50,53,49,16,HIGH
61,59,59,19,HIGH
55,45,44,13,HIGH
51,54,55,14,HIGH
86,90,91,25,LOW
84,65,58,19,MEDIUM
86,87,96,25,LOW
73,67,81,23,MEDIUM
91,90,96,29,LOW
40,38,41,13,HIGH
87,96,91,28,LOW
69,75,82,24,MEDIUM
76,74,78,22,MEDIUM
77,71,69,19,MEDIUM
72,76,79,23,MEDIUM
87,90,91,26,LOW
91,94,93,26,LOW
91,75,81,26,LOW
54,52,58,15,HIGH
86,90,88,27,LOW
49,52,52,17,HIGH
93,94,98,28,LOW
92,88,91,28,LOW
67,70,69,20,MEDIUM
79,64,71,18,MEDIUM
83,65,70,20,MEDIUM
94,95,100,30,LOW
78,81,84,26,LOW
40,37,47,13,HIGH
90,87,91,27,LOW
82,84,79,23,MEDIUM
63,75,68,21,MEDIUM
40,36,42,11,HIGH
95,84,83,28,LOW
57,49,56,17,HIGH
86,92,86,27,LOW
99,91,97,27,LOW
93,96,98,27,LOW
83,78,74,23,MEDIUM
54,52,54,17,HIGH
85,70,73,21,MEDIUM
95,89,86,26,LOW
56,60,54,15,HIGH
89,92,94,28,LOW
73,84,87,24,MEDIUM
53,53,54,13,HIGH
71,81,71,21,MEDIUM
92,86,85,25,LOW
74,68,81,24,MEDIUM
75,73,79,21,MEDIUM
42,40,33,12,HIGH
71,55,71,19,MEDIUM
78,67,70,20,MEDIUM
81,85,88,26,LOW
91,83,86,27,LOW
76,80,74,22,MEDIUM
70,69,71,21,MEDIUM
57,86,88,28,MEDIUM
81,74,77,21,MEDIUM
86,91,92,27,LOW
84,77,97,25,LOW
87,91,82,27,LOW
89,94,89,29,LOW
89,87,86,26,LOW
90,77,82,25,LOW
79,73,71,24,MEDIUM
91,91,92,30,LOW
98,89,100,26,LOW
75,73,67,22,MEDIUM
86,100,94,24,LOW
90,94,95,29,LOW
43,48,45,14,HIGH
97,100,94,30,LOW
87,84,87,25,LOW
82,83,91,28,LOW
92,95,99,29,LOW
79,91,88,27,LOW
77,78,79,22,MEDIUM
40,37,34,11,HIGH
79,67,64,18,MEDIUM
84,60,64,19,MEDIUM
95,85,92,30,LOW
46,46,40,14,HIGH
60,65,59,18,HIGH
76,71,75,23,MEDIUM
70,64,67,20,MEDIUM
84,78,89,27,LOW
96,92,96,29,LOW
90,87,91,27,LOW
93,98,90,28,LOW
100,95,100,30,LOW
45,47,45,15,HIGH
92,85,89,27,LOW
93,85,87,27,LOW
100,90,96,28,LOW
44,42,38,11,HIGH
88,96,99,30,LOW
97,98,97,30,LOW
92,84,93,26,LOW
54,52,69,16,HIGH
84,67,77,16,MEDIUM
62,65,70,21,MEDIUM
87,88,92,26,LOW
58,60,62,18,HIGH
90,86,88,25,LOW
92,83,89,26,LOW
78,65,65,23,MEDIUM
94,87,82,26,LOW
69,68,60,20,MEDIUM
74,56,61,19,MEDIUM
83,91,92,28,LOW
87,84,91,26,LOW
53,54,53,16,HIGH
73,72,66,22,MEDIUM
96,47,55,13,MEDIUM
97,96,85,27,LOW
97,97,90,28,LOW
100,100,100,29,LOW
91,97,86,27,LOW
90,88,92,27,LOW
97,94,88,28,LOW
76,73,73,21,MEDIUM
92,85,90,26,LOW
91,89,90,29,LOW
91,93,96,26,LOW
67,70,63,22,MEDIUM
90,68,85,26,LOW
91,90,91,27,LOW
73,72,71,21,MEDIUM
91,94,88,26,LOW
91,100,93,26,LOW
50,42,55,15,HIGH
79,80,86,26,LOW
85,88,92,28,LOW
85,84,80,25,LOW
67,72,69,21,MEDIUM
89,85,85,25,LOW
95,98,96,29,LOW
64,66,61,21,MEDIUM
74,84,77,22,MEDIUM
80,73,69,21,MEDIUM
70,64,72,21,MEDIUM
61,52,57,17,HIGH
75,78,78,21,MEDIUM
89,94,89,27,LOW
78,67,71,22,MEDIUM
46,45,43,15,HIGH
40,43,42,13,HIGH
50,42,46,15,HIGH
81,80,78,24,MEDIUM
89,85,82,23,LOW
86,89,95,26,LOW
84,83,77,23,MEDIUM
76,65,66,23,MEDIUM
82,70,68,15,MEDIUM
85,85,85,26,LOW
80,74,79,22,MEDIUM
73,80,71,21,MEDIUM
85,93,98,29,LOW
72,70,70,22,MEDIUM
97,92,99,30,LOW
75,75,77,22,MEDIUM
95,90,92,30,LOW
91,84,83,26,LOW
92,74,96,25,LOW
93,95,93,29,LOW
93,90,85,27,LOW
88,96,97,28,LOW
81,84,88,25,LOW
86,92,100,25,LOW
79,71,72,19,MEDIUM
